A.;Jag;Je t'aime Juliette;unknown;unknown;unknown;Je t'aime Juliette - A. Jag;OXC7Fd0ZN8o;A Jag Je t'aime Juliette OXC7FdZN8o;6955346875
Sveinbjornsson;Sveinbjorn;Sumarkvedja;unknown;1847;1927;Sveinbjorn Sveinbjornsson - Vikivaki;wKvoxqf813Q;;0
Sveinbjornsson;Sveinbjorn;Vetur;unknown;1847;1927;Sveinbjorn Sveinbjornsson - Vikivaki;wKvoxqf813Q;;0
Sveinbjornsson;Sveinbjorn;Vikivaki;unknown;1847;1927;Sveinbjorn Sveinbjornsson - Vikivaki;wKvoxqf813Q;Sveinbjornsson Sveinbjorn Vikivaki wKvoxqf813Q;13543346875
Sveinbjornsson;Sveinbjorn;War;unknown;1847;1927;Sveinbjorn Sveinbjornsson - Vikivaki;wKvoxqf813Q;;0
Sveinbjornsson;Sveinbjorn;The Yankee Girl;unknown;1847;1927;Sveinbjorn Sveinbjornsson - Vikivaki;wKvoxqf813Q;;0
Sweelinck;Jan Pieterszoon;Fantasia cromatica SwWV 258;German;1562;1621;Jan Pieterszoon Sweelinck - Fantasia cromatica SwWV 258 - Xavi Torres;XgHH3l5-OiY;Sweelinck Jan Pieterszoon Fantasia cromatica SwWV 258 XgHH3l5-OiY;52905746875
Sweelinck;Jan Pieterszoon;Fantasia in Dorian Mode;German;1562;1621;Jan Pieterszoon Sweelinck - Fantasia contraria in G Dorian;yifica2mMho;Sweelinck Jan Pieterszoon Fantasia in Dorian Mode yifica2mMho;44892146875
Sweelinck;Jan Pieterszoon;Fantasia FVB 217;German;1562;1621;Jan Pieterszoon Sweelinck - Fantasia contraria in G Dorian;yifica2mMho;;0
Swinstead;Felix;2 Prayers;unknown;unknown;unknown;**Take 2 Study for LH in D+ by Felix Swinstead (2/2);9E9OkkUipB8;Swinstead Felix 2 Prayers 9E9OkkUipB8;16506146875
Swinstead;Felix;Work and Play;unknown;unknown;unknown;Swinstead Work and Play (Complete);nPGluejyHCc;Swinstead Felix Work and Play nPGluejyHCc;31431746875
Szalit;Paula;Intermezzo Op.3 No.3;Polish;1887;1920;Intermezzo op. 2 for piano by Paula Szalit (Paulina Szalitowna);wp36--RG1DA;;0
Szalit;Paula;Morceaux Op.2;Polish;1887;1920;Intermezzo op. 2 for piano by Paula Szalit (Paulina Szalitowna);wp36--RG1DA;Szalit Paula Morceaux Op2 wp36--RG1DA;13604546875
Szymanowska;Maria Agata;Divertissement in B-flat major;Polish;1789;1831;Maria Szymanowska ? Nocturne in B flat Major;i9t0nCfu9SI;Szymanowska Maria Agata Divertissement in B-flat major i9tnCfu9SI;30848546875
Szymanowska;Maria Agata;Nocturne in A-flat major;Polish;1789;1831;Maria Szymanowska ? Nocturne in B flat Major;i9t0nCfu9SI;Szymanowska Maria Agata Nocturne in A-flat major i9tnCfu9SI;30848546875
Szymanowska;Maria Agata;Le Polonais en Espagne;Polish;1789;1831;Maria Szymanowska ? Nocturne in B flat Major;i9t0nCfu9SI;;0
Szymanowska;Maria Agata;4 Preludes;Polish;1789;1831;Maria Szymanowska - Prelude No. 4 Anna Petrova-Forster piano;4K4eOyPxwnQ;Szymanowska Maria Agata 4 Preludes 4K4eOyPxwnQ;8895746875
Szymanowski;Karol;4 Etudes Op.4;Polish;1882;1937;Karol Szymanowski ? 4 Etudes Op.4;hsEdX5onsDg;Szymanowski Karol 4 Etudes Op4 hsEdX5onsDg;80179346875
Szymanowski;Karol;12 Etudes Op.33;Polish;1882;1937;Szymanowski etudes op 33;T12KOeJgYM0;Szymanowski Karol 12 Etudes Op33 T12KOeJgYM;85291346875
Szymanowski;Karol;Fantasy Op.14;Polish;1882;1937;Szymanowski  : Fantasy op 14;1q77odO7D40;Szymanowski Karol Fantasy Op14 1q77odO7D4;71118146875
Szymanowski;Karol;20 Mazurkas Op.50;Polish;1882;1937;Karol Szymanowski - The Complete Mazurkas Ops. 50 & 62;aN1INVQj8bk;;0
Szymanowski;Karol;Metopes Op.29;Polish;1882;1937;Karol Szymanowski ? Metopes Op.29;RBKQ1w-VqSw;Szymanowski Karol Metopes Op29 RBKQ1w-VqSw;93006146875
Szymanowski;Karol;Polish Songs for Piano;Polish;1882;1937;Karol Szymanowski - Variations on a Polish Folk Theme for Piano Op. 10 (1904) [Score-Video];ESHhp1sHl80;Szymanowski Karol Polish Songs for Piano ESHhp1sHl8;98409746875
Szymanowski;Karol;Valse romantique;Polish;1882;1937;Karol Szymanowski - Valse romantique (audio + sheet music);AgVQkcuA2YQ;Szymanowski Karol Valse romantique AgVQkcuA2YQ;23806946875
Szymanowski;Karol;Variations on a Polish Folk Theme Op.10;Polish;1882;1937;Karol Szymanowski - Variations on a Polish Folk Theme for Piano Op. 10 (1904) [Score-Video];ESHhp1sHl80;Szymanowski Karol Variations on a Polish Folk Theme Op1 ESHhp1sHl8;98409746875
Szymanowski;Karol;Variations Op.3;Polish;1882;1937;"""Szymon Nehring  K. Szymanowski """"Variations in B flat minor Op. 3"""" (Chopin and his Europe)""";GopVeeMHkIM;Szymanowski Karol Variations Op3 GopVeeMHkIM;70102946875
Szanto;Tivadar;2 Etudes orientales Op.1;Hungarian;1877;1934;Cimirro plays Szanto - Etude Orientale Op.1 No.2;Ir7qgJkFRAk;Szanto Tivadar 2 Etudes orientales Op1 Ir7qgJkFRAk;26226146875
Szanto;Tivadar;In Japan;Hungarian;1877;1934;Szanto Tivadar: In Japan;DGErCR4uPEA;Szanto Tivadar In Japan DGErCR4uPEA;32745746875
Szanto;Tivadar;Magyarorszag;Hungarian;1877;1934;Szanto Tivadar: In Japan;DGErCR4uPEA;Szanto Tivadar Magyarorszag DGErCR4uPEA;32745746875
Szanto;Tivadar;Variations et Finale;Hungarian;1877;1934;Szanto Tivadar: In Japan;DGErCR4uPEA;;0
Severac;Deodat de;Baigneuses au soleil;French;1872;1921;Deodat de Severac - Baigneuses au soleil;wqcbzM7EycE;Severac Deodat de Baigneuses au soleil wqcbzM7EycE;38703746875
Severac;Deodat de;Jean des Grignottes;French;1872;1921;Deodat de Severac - Sous les lauriers roses (audio + sheet music);6tlNzGhkLYQ;;0
Severac;Deodat de;Minyoneta;French;1872;1921;Deodat de Severac - Sous les lauriers roses (audio + sheet music);6tlNzGhkLYQ;;0
Severac;Deodat de;Les naiades et le faune indiscret;French;1872;1921;Deodat de Severac Les Naiades et le Faune Indiscret;5en6ZZgVADE;Severac Deodat de Les naiades et le faune indiscret 5en6ZZgVADE;46976546875
Severac;Deodat de;Piece pour orgue et violon;French;1872;1921;Deodat de Severac - Sous les lauriers roses (audio + sheet music);6tlNzGhkLYQ;;0
Severac;Deodat de;Le soldat de plomb;French;1872;1921;Deodat de Severac - Aldo Ciccolini (1968) Le soldat de plomb (1905);YNN06M_74U8;Severac Deodat de Le soldat de plomb YNN6M_74U8;83869346875
Severac;Deodat de;Sous les lauriers roses;French;1872;1921;Deodat de Severac - Sous les lauriers roses (audio + sheet music);6tlNzGhkLYQ;Severac Deodat de Sous les lauriers roses 6tlNzGhkLYQ;91206146875
Severac;Deodat de;Stances a Madame de Pompadour;French;1872;1921;Deodat de Severac - Stances a Madame de Pompadour;5ut7cHw1vvo;Severac Deodat de Stances a Madame de Pompadour 5ut7cHw1vvo;38757746875
Tagliapietra-Carreno;Teresita;3 Morceaux;unknown;unknown;unknown;Teresita Tagliapietra-Carreno : 3 morceaux for piano;t2PssWJzCcI;Tagliapietra-Carreno Teresita 3 Morceaux t2PssWJzCcI;44157746875
Tailleferre;Germaine;Impromptu;French;1892;1983;Germaine Tailleferre: Impromptu (1909);PygIdJMDKw4;Tailleferre Germaine Impromptu PygIdJMDKw4;14626946875
Tailleferre;Germaine;Jeux de plein air;French;1892;1983;Germaine Tailleferre - Jeux de plein air;4Z-Zj6drrzA;Tailleferre Germaine Jeux de plein air 4Z-Zj6drrzA;30441746875
Tailleferre;Germaine;Pastorale;French;1892;1983;Germaine Tailleferre - Pastorale in D Major (1919);x4792xUCrqU;Tailleferre Germaine Pastorale x4792xUCrqU;9594146875
Taki;Rentar?;Minuet;Japanese;1879;1903;Minuet by Taki Rentar?;lpISVBa1JDI;Taki Rentar? Minuet lpISVBa1JDI;13867346875
Talbot;Howard;The Arcadians (Monckton Lionel John Alexander);unknown;1865;1928;Waltzes From Musicals - The Arcadians by Lionel Monckton and Howard Talbot;cP_nz1KbATY;Talbot Howard The Arcadians (Monckton Lionel John Alexander) cP_nz1KbATY;21085346875
Talexy;Adrien;L'Azoletta;unknown;unknown;unknown;Adrien Talexy : Musidora  Polka-mazurka;55-EAMJHfdc;;0
Talexy;Adrien;L'Espagne Op.94;unknown;unknown;unknown;Adrien Talexy : Musidora  Polka-mazurka;55-EAMJHfdc;;0
Talexy;Adrien;Fantasia;unknown;unknown;unknown;Adrien Talexy : Musidora  Polka-mazurka;55-EAMJHfdc;;0
Talexy;Adrien;Inesilla;unknown;unknown;unknown;Adrien Talexy : Musidora  Polka-mazurka;55-EAMJHfdc;;0
Talexy;Adrien;Musidora;unknown;unknown;unknown;Adrien Talexy : Musidora  Polka-mazurka;55-EAMJHfdc;Talexy Adrien Musidora 55-EAMJHfdc;20012546875
Talexy;Adrien;Tremolo;unknown;unknown;unknown;Adrien Talexy : Musidora  Polka-mazurka;55-EAMJHfdc;;0
Taneyev;Sergey;Andantino semplice;unknown;unknown;unknown;Sergey Taneyev - Andantino semplice;miGi1Iqgd-w;Taneyev Sergey Andantino semplice miGi1Iqgd-w;28051346875
Taneyev;Sergey;Cradle Song;unknown;unknown;unknown;Sergey Taneyev - Lullaby;wcWhoZOaddA;;0
Taneyev;Sergey;Lullaby;unknown;unknown;unknown;Sergey Taneyev - Lullaby;wcWhoZOaddA;Taneyev Sergey Lullaby wcWhoZOaddA;24620546875
Taneyev;Sergey;Prelude and Fugue Op.29;unknown;unknown;unknown;Sergei Taneyev ? Prelude and Fugue Op.29;0XOXpWnqXlQ;Taneyev Sergey Prelude and Fugue Op29 XOXpWnqXlQ;44226146875
Taneyev;Sergey;Quadrille in A major;unknown;unknown;unknown;Sergey Taneyev - Quadrille in A Major (Full Set);7kt1W2R5rQw;Taneyev Sergey Quadrille in A major 7kt1W2R5rQw;57960146875
Taneyev;Sergey;Repose;unknown;unknown;unknown;Sergei Taneyev ? Repose;abROLToXpWs;Taneyev Sergey Repose abROLToXpWs;18741746875
Taneyev;Sergey;Scherzo in E-flat minor;unknown;unknown;unknown;Sergei Taneyev - Scherzo in E-flat minor (audio + sheet music);HcFpe9ghm0o;Taneyev Sergey Scherzo in E-flat minor HcFpe9ghmo;20505746875
Taneyev;Sergey;Theme and Variations;unknown;unknown;unknown;Sergey Taneyev - Theme and Variations;FrlE8Ch-CLs;Taneyev Sergey Theme and Variations FrlE8Ch-CLs;72403346875
Tansman;Alexandre;Sonatine;French;1897;1986;Alexandre Tansman Sonatine for bassoon and piano;OTJGMmtLr1o;Tansman Alexandre Sonatine OTJGMmtLr1o;44751746875
Tarenghi;Mario;12 Esquisses caracteristiques Op.101;unknown;unknown;unknown;Mario Tarenghi : from ' 12 Esquisses Caracteristiques ' Op. 101 Nos. 1 6 4 7 12.;Hn-3aK6Nb9Y;Tarenghi Mario 12 Esquisses caracteristiques Op11 Hn-3aK6Nb9Y;57340946875
Taubert;Ernst Eduard;2 Pieces Op.16;German;1838;1934;?MIDI? Wilhelm Taubert: An die Geliebte Acht Minne-Lieder Op.16 - No.2;IGMkPNwYHMQ;Taubert Ernst Eduard 2 Pieces Op16 IGMkPNwYHMQ;15030146875
Taubert;Wilhelm;An die Geliebte Op.16;German;1811;1891;?MIDI? Wilhelm Taubert: An die Geliebte Acht Minne-Lieder Op.16 - No.3;PqevDH7qZCM;Taubert Wilhelm An die Geliebte Op16 PqevDH7qZCM;7113746875
Taubert;Wilhelm;Bilderbuch Op.101;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Brautlieder Op.103;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Camera obscura Op.38;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;6 Canzonetten Op.75;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Capriccio Op.29;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Cesario Op.188;German;1811;1891;?MIDI? Wilhelm Taubert: An die Geliebte Acht Minne-Lieder Op.16 - No.3;PqevDH7qZCM;;0
Taubert;Wilhelm;4 Charakterstucke Op.83;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Fruhlingsboten Op.108;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;4 Gesange Op.74;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;2 Lieder Op.53;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;12 Lieder Op.95;German;1811;1891;?MIDI? Wilhelm Taubert: An die Geliebte Acht Minne-Lieder Op.16 - No.2;IGMkPNwYHMQ;;0
Taubert;Wilhelm;12 Lieder Op.118;German;1811;1891;?MIDI? Wilhelm Taubert: An die Geliebte Acht Minne-Lieder Op.16 - No.3;PqevDH7qZCM;;0
Taubert;Wilhelm;Lyrische Stucke Op.106;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;Taubert Wilhelm Lyrische Stucke Op16 mqzoT6r247I;32526146875
Taubert;Wilhelm;Miniatures Op.37;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;2 Petites fantaisies Op.162;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Piano Concerto No.1 Op.18;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Piano Quartet No.1 Op.19;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Piano Sonata Op.4;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;Suite Op.50;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Taubert;Wilhelm;25 Variationen uber ein Originalthema Op.161b;German;1811;1891;Wilhelm Taubert : Nachtgesang  #4 from 'Lyrische Stucke' Op. 106;mqzoT6r247I;;0
Tausig;Carl;Impromptu Op.1a;Polish;1841;1871;Tausig - Impromptu Op. 1;Sa_iNQbs1LM;Tausig Carl Impromptu Op1a Sa_iNQbs1LM;35834546875
Tausig;Carl;Introduction and Tarantella Op.2;Polish;1841;1871;Carl Tausig - Introduction and Tarantella Op. 2 (audio + sheet music);odb9cVy9wnI;Tausig Carl Introduction and Tarantella Op2 odb9cVy9wnI;20505746875
Tausig;Carl;Reverie Op.5;Polish;1841;1871;Carl Tausig - Reverie Op. 5 (audio + sheet music);lgczNDEjqTc;Tausig Carl Reverie Op5 lgczNDEjqTc;30002546875
Tausig;Carl;Ungarische Zigeunerweisen;Polish;1841;1871;Carl Tausig Ungarische Zigeunerweisen p 1;7Xk4vQFHTrY;Tausig Carl Ungarische Zigeunerweisen 7Xk4vQFHTrY;46328546875
Tausig;Carl;Valse-Caprice No.1;Polish;1841;1871;Dennis Hennig plays Tausig's Valse-Caprice No 1;ePNVAGbBNBM;Tausig Carl Valse-Caprice No1 ePNVAGbBNBM;51584546875
Tausig;Carl;Valse-Caprice No.2;Polish;1841;1871;Dennis Hennig plays Tausig's Valse-Caprice No 2;JDAuE_cQF4A;Tausig Carl Valse-Caprice No2 JDAuE_cQF4A;51940946875
Tausig;Carl;Valse-Caprice No.3;Polish;1841;1871;Dennis Hennig plays Tausig's Valse-Caprice No 3;banIcu8PwbA;Tausig Carl Valse-Caprice No3 banIcu8PwbA;57740546875
Tausig;Carl;Valse-Caprice No.4;Polish;1841;1871;Tausig's Valse-Caprice No 4 played by Dennis Hennig;GfpsjO7f278;Tausig Carl Valse-Caprice No4 GfpsjO7f278;65354546875
Tausig;Carl;Valse-Caprice No.5;Polish;1841;1871;Dennis Hennig plays Tausig's Valse-Caprice No 5;6bDR8ejJBog;Tausig Carl Valse-Caprice No5 6bDR8ejJBog;49885346875
Tchaikovsky;Pyotr;Allegro in F minor;unknown;unknown;unknown;Tchaikovsky: Allegro in F Minor TH 203;zdkKYmYShrE;Tchaikovsky Pyotr Allegro in F minor zdkKYmYShrE;32706146875
Tchaikovsky;Pyotr;Aveu passionne;unknown;unknown;unknown;Pyotr Tchaikovsky - Aveu passionne [w/ score];yGAV62krtbg;Tchaikovsky Pyotr Aveu passionne yGAV62krtbg;18147746875
Tchaikovsky;Pyotr;Capriccio Op.8;unknown;unknown;unknown;Mikhail Pletnev plays Tchaikovsky Capriccio in G flat Op.8;Z2-HiMxki-8;Tchaikovsky Pyotr Capriccio Op8 Z2-HiMxki-8;30610946875
Tchaikovsky;Pyotr;Dumka Op.59;unknown;unknown;unknown;Tchaikovsky: Dumka Op.59;G3n6JOKjaBw;Tchaikovsky Pyotr Dumka Op59 G3n6JOKjaBw;54075746875
Tchaikovsky;Pyotr;Impromptu in A-flat major;unknown;unknown;unknown;Tchaikovsky: Impromptu in A-Flat Major TH 147;RRBDnGNIvB4;Tchaikovsky Pyotr Impromptu in A-flat major RRBDnGNIvB4;15519746875
Tchaikovsky;Pyotr;Impromptu-Caprice;unknown;unknown;unknown;Pyotr Tchaikovsky - Impromptu-Caprice;nTc81R9e5Vs;Tchaikovsky Pyotr Impromptu-Caprice nTc81R9e5Vs;16250546875
Tchaikovsky;Pyotr;Military March in B-flat major;unknown;unknown;unknown;Tchaikovsky: Military March for the Yurevsky Regiment in B-Flat Major TH 150;OdtFi1RFuh4;Tchaikovsky Pyotr Military March in B-flat major OdtFi1RFuh4;22730546875
Tchaikovsky;Pyotr;Moment lyrique;unknown;unknown;unknown;Tchaikovsky: MOMENT LYRIQUE - TH 149;oDyytmxRtDY;Tchaikovsky Pyotr Moment lyrique oDyytmxRtDY;18853346875
Tchaikovsky;Pyotr;Piano Sonata Op.80;unknown;unknown;unknown;Tchaikovsky - Piano Sonata op. 80 (I + II);3qbCCPfPXmU;Tchaikovsky Pyotr Piano Sonata Op8 3qbCCPfPXmU;82875746875
Tchaikovsky;Pyotr;2 Pieces Op.1;unknown;unknown;unknown;Tchaikovsky: 2 PIANO PIECES - OP. 1;-59otG0Rs5A;Tchaikovsky Pyotr 2 Pieces Op1 -59otGRs5A;79441346875
Tchaikovsky;Pyotr;3 Pieces Op.9;unknown;unknown;unknown;Pyotr Tchaikovsky - 3 Pieces (op. 9) [w/ score];PCTkiNwpz4g;Tchaikovsky Pyotr 3 Pieces Op9 PCTkiNwpz4g;82512146875
Tchaikovsky;Pyotr;2 Pieces Op.10;unknown;unknown;unknown;Tchaikovsky - Two Pieces Op. 10 (Sheet Music);AKGED6tG9M8;Tchaikovsky Pyotr 2 Pieces Op1 AKGED6tG9M8;45482546875
Tchaikovsky;Pyotr;Souvenir de Hapsal Op.2;unknown;unknown;unknown;Igor Zhukov - Tchaikovsky - Souvenir de Hapsal Op 2;TN6-F0_vt5A;Tchaikovsky Pyotr Souvenir de Hapsal Op2 TN6-F_vt5A;73267346875
Tchaikovsky;Pyotr;Theme with Variations in A minor;unknown;unknown;unknown;Tchaikovsky - Theme and Variations in A-Minor (Sheet Music);CVUr-dc1flM;Tchaikovsky Pyotr Theme with Variations in A minor CVUr-dc1flM;87472946875
Tchaikovsky;Pyotr;Valse-Caprice Op.4;unknown;unknown;unknown;Tchaikovsky: Valse-Caprice Op. 4 TH 126;PzKWLTLrtck;Tchaikovsky Pyotr Valse-Caprice Op4 PzKWLTLrtck;80971346875
Tchaikovsky;Pyotr;Valse-Scherzo Op.7;unknown;unknown;unknown;Tchaikovsky: Valse-Scherzo in A Major Op. 7 TH 129;XBuCobxckF4;Tchaikovsky Pyotr Valse-Scherzo Op7 XBuCobxckF4;30052946875
Tchaikovsky;Pyotr;Valse-Scherzo TH 146;unknown;unknown;unknown;Tchaikovsky: Valse-Scherzo in A Major TH 146;Tg8Q31FxTPQ;Tchaikovsky Pyotr Valse-Scherzo TH 146 Tg8Q31FxTPQ;10994546875
Tchaikovsky;Pyotr;The Volunteer Fleet March;unknown;unknown;unknown;Tchaikovsky: The Volunteer Fleet March TH 140;zSr1MEyP4gs;Tchaikovsky Pyotr The Volunteer Fleet March zSr1MEyP4gs;23742146875
Tcherepnin;Nikolay;6 Horn Quartets Op.35;Russian;1873;1945;Nikolai Tcherepnin - 6 Horn Quartets Op. 35 (1910);70iFz4fB_ww;Tcherepnin Nikolay 6 Horn Quartets Op35 7iFz4fB_ww;84344546875
Tcherepnin;Nikolay;Pieces Sentimentales;Russian;1873;1945;Nikolai Tcherepnin - 6 Horn Quartets Op. 35 (1910);70iFz4fB_ww;;0
Tcherepnin;Nikolay;6 Preludes for Piano Op.17;Russian;1873;1945;Felix Blumenfeld - 24 Preludes Op. 17 (audio + sheet music);GrHpUtCdz9c;;0
Tcherepnin;Nikolay;6 Romances Op.7;Russian;1873;1945;Nikolai Tcherepnin - 6 Horn Quartets Op. 35 (1910);70iFz4fB_ww;;0
Tcherepnin;Nikolay;4 Romances Op.8;Russian;1873;1945;Nikolai Tcherepnin - 6 Horn Quartets Op. 35 (1910);70iFz4fB_ww;;0
Tcherepnin;Nikolay;4 Romances Op.25;Russian;1873;1945;Nikolai Tcherepnin - 6 Horn Quartets Op. 35 (1910);70iFz4fB_ww;;0
Tedesco;Ignaz;Le Carillon Op.65;unknown;unknown;unknown;Ignaz Tedesco / Le Carillon (Das Glockenspiel) Etude de Concert Op.65  pf:Osamu N. Kanazawa;G6bJzNXtpGE;Tedesco Ignaz Le Carillon Op65 G6bJzNXtpGE;19710146875
Teilman;Christian;Aftenstemning pa Hardangervidden;unknown;1843;1909;Christian Teilman : Kveldsove  (Aftenstemning for Piano );m3fDBVRxI3o;;0
Teilman;Christian;Aftenstemning Op.89;unknown;1843;1909;Christian Teilman : Kveldsove  (Aftenstemning for Piano );m3fDBVRxI3o;;0
Teilman;Christian;Aftonstamning Op.55;unknown;1843;1909;Mon Schjelderup : 2 Pianostykker Op 13 (1898);ZnSRcHW1QSI;;0
Teilman;Christian;Albumblad;unknown;1843;1909;Christian Teilman : Hjemve! - Salonstykke Op. 107;X6TQlUDaB9Y;;0
Teilman;Christian;Baldromme Op.32;unknown;1843;1909;Christian Teilman : Menuet in D major Op. 52;VJ3jxr5E9J4;;0
Teilman;Christian;De gamles dans Op.53;unknown;1843;1909;Christian Teilman : Speleman! Spel op!;UqsMiuU6oGw;;0
Teilman;Christian;Drommeri;unknown;1843;1909;Christian Teilman : Drommeri (Reverie);KBsTiJZHMbs;Teilman Christian Drommeri KBsTiJZHMbs;21276146875
Teilman;Christian;Elegie;unknown;1843;1909;Christian Teilman : Elegie;cz0gyZgBHtk;Teilman Christian Elegie czgyZgBHtk;17283746875
Teilman;Christian;La Favorite Op.38;unknown;1843;1909;Christian Teilman : Fjeldslat Op. 154;tkNhzxV3gqg;;0
Teilman;Christian;Festmarsch;unknown;1843;1909;Festmarsch by Christian Teilman;oljtzj1YMHU;Teilman Christian Festmarsch oljtzj1YMHU;29372546875
Teilman;Christian;La Fileuse Op.87;unknown;1843;1909;Christian Teilman : Improvisation ved Harpen (Andante religioso) Op. 116;upJW4ms18cQ;;0
Teilman;Christian;Fjeldslat Op.154;unknown;1843;1909;Christian Teilman : Fjeldslat Op. 154;tkNhzxV3gqg;Teilman Christian Fjeldslat Op154 tkNhzxV3gqg;27234146875
Teilman;Christian;Fra Holbergs Tid Op.96;unknown;1843;1909;Christian Teilman : Fra Holbergs Tid (From Holberg's Time) Karakterstykke Op. 96;lD0sfURrFqs;Teilman Christian Fra Holbergs Tid Op96 lDsfURrFqs;20847746875
Teilman;Christian;Grande Marche Op.100;unknown;1843;1909;Festmarsch by Christian Teilman;oljtzj1YMHU;;0
Teilman;Christian;Hjemve Op.107;unknown;1843;1909;Christian Teilman : Hjemve! - Salonstykke Op. 107;X6TQlUDaB9Y;Teilman Christian Hjemve Op17 X6TQlUDaB9Y;29588546875
Teilman;Christian;I Troldheimen;unknown;1843;1909;Christian Teilman : I Troldheimen (In the home of the Trolls) Norsk Scherzo;AJTy2sub9s0;Teilman Christian I Troldheimen AJTy2sub9s;18363746875
Teilman;Christian;Improvistion ved harpen Op.116;unknown;1843;1909;Christian Teilman : Improvisation ved Harpen (Andante religioso) Op. 116;upJW4ms18cQ;Teilman Christian Improvistion ved harpen Op116 upJW4ms18cQ;20804546875
Teilman;Christian;Intermezzo Op.77;unknown;1843;1909;Christian Teilman : Intermezzo Op. 77;UTkDJsbVo-4;Teilman Christian Intermezzo Op77 UTkDJsbVo-4;22104146875
Teilman;Christian;Le Jeu des Vagues Op.85;unknown;1843;1909;Christian Teilman : Le Jeu des Vagues (Wellenspiel) piece caracteristique Op. 86;peKgR1u7Msc;Teilman Christian Le Jeu des Vagues Op85 peKgR1u7Msc;35136146875
Teilman;Christian;Julklokkerne Op.156;unknown;1843;1909;Theodore Lack Danse slave op. 156 (sight read);7EhyXlIwuoA;;0
Teilman;Christian;Kvaernkallen;unknown;1843;1909;Christian Teilman : Kvaernkallen;r1FwqIM0zqE;Teilman Christian Kvaernkallen r1FwqIMzqE;9360146875
Teilman;Christian;Kveldsove;unknown;1843;1909;Christian Teilman : Kveldsove  (Aftenstemning for Piano );m3fDBVRxI3o;Teilman Christian Kveldsove m3fDBVRxI3o;15735746875
Teilman;Christian;Laatfos Slaatten;unknown;1843;1909;Festmarsch by Christian Teilman;oljtzj1YMHU;;0
Teilman;Christian;Legende Op.203;unknown;1843;1909;Christian Teilman : Legende  Op. 203;utNBz1mbvvs;Teilman Christian Legende Op23 utNBz1mbvvs;31845746875
